Mrpl15
Mettl21a
Ccnyl1
Fzd5
Plekhm3
Idh1
Pikfyve
Map2
Rpe
Kansl1l
Acadl
Lancl1
Erbb4
Ikzf2
Spag16
Bard1
Atic
Fn1
Mreg
#N/A
Pecr
Xrcc5
Smarcal1
Rpl37a
Igfbp2
Igfbp5
Tns1
Arpc2
Aamp
Pnkd
Tmbim1
Usp37
Cnot9
Zfp142
Rnf25
Ttll4
Cyp27a1
Wnt6
Nhej1
Cnppd1
Retreg2
Abcb6
Atg9a
Ankzf1
Glb1l
Stk16
Dnpep
Speg
Gmppa
Chpf
Obsl1
Slc4a3
Epha4
Pax3
Sgpp2
Farsb
Acsl3
Utp14b
Ap1s3
Wdfy1
Serpine2
Cul3
Dock10
Nyap2
Irs1
Rhbdd1
Mff
Agfg1
Sphkap
Pid1
Dner
Trip12
Fbxo36
Cab39
Itm2c
Psmd1
Gm21972
Armc9
Ncl
Ptma
Pde6d
Cops7b
Dis3l2
Eif4e2
Gigyf2
Inpp5d
Atg16l1
Dgkd
Usp40
Hjurp
Arl4c
Sh3bp4
Agap1
Ackr3
Cops8
Lrrfip1
Ube2f
Scly
Ilkap
Traf3ip1
Twist2
Hdac4
Ndufa10
Cops9
Gpc1
Ankmy1
Rnpepl1
Capn10
Kif1a
Sned1
Mterf4
Pask
Ppp1r7
Hdlbp
Septin2
Farp2
Stk25
Bok
Thap4
Atg4b
Dtymk
Ing5
Fam174a
St8sia4
Macir
Ppip5k2
Gin1
Pam
Cntnap5b
Cdh20
Rnf152
Pign
Relch
Zcchc2
Phlpp1
Bcl2
Kdsr
Vps4b
Cdh7
Cdh19
Dsel
Tsn
Nifk
Clasp1
Gli2
Ralb
Tmem185b
Epb41l5
Ptpn4
Dbi
3110009E18Rik
Steap3
2610027F03Rik
Insig2
Ccdc93
Ddx18
Actr3
Slc35f5
Gpr39
Nckap5
Mgat5
Tmem163
Ccnt2
Rab3gap1
Zranb3
R3hdm1
Ubxn4
Mcm6
Dars
Cxcr4
Thsd7b
Pfkfb2
Yod1
Mapkapk2
Eif2d
Srgap2
Fam72a
Slc41a1
Nucks1
Elk4
#N/A
Lemd1
Nuak2
Tmcc2
Dstyk
Rbbp5
Nfasc
Lrrn2
Mdm4
Pik3c2b
Ppp1r15b
Plekha6
Sox13
Snrpe
Zc3h11a
Zbed6
#N/A
Atp2b4
Btg2
Tmem183a
Cyb5r1
Adipor1
Klhl12
Rabif
Kdm5b
Syt2
Ppp1r12b
Ube2t
Arl8a
Rnpep
Timm17a
Shisa4
Ipo9
Nav1
#N/A
Csrp1
Tnni1
Tnnt2
Tmem9
Kif21b
Inava
Camsap2
Ddx59
Kif14
Zfp281
Platr22
Nr5a2
Gm26936
Mir181a-1hg
Nek7
Lhx9
Dennd1b
Crb1
Zbtb41
Aspm
Kcnt2
Cdc73
Glrx2
Ro60
Uchl5
Brinp3
Pla2g4a
Odr4
Tpr
Hmcn1
Ivns1abp
Swt1
Trmt1l
Rnf2
Edem3
1700025G04Rik
Tsen15
Colgalt2
Rgl1
Arpc5
Smg7
Nmnat2
Lamc1
Dhx9
Npl
Glul
Cacna1e
Ier5
Stx6
BC034090
Xpr1
Acbd6
Qsox1
Cep350
Tor1aip1
Tor1aip2
Fam163a
Soat1
Abl2
Fam20b
Ralgps2
Angptl1
Rasal2
Astn1
Cop1
Mrps14
Cacybp
Rabgap1l
Rc3h1
Zbtb37
Dars2
Cenpl
Klhl20
Prdx6
Suco
Pigc
Dnm3
Eef1aknmt
Vamp4
Prrc2c
Prrx1
#N/A
Gorab
Kifap3
Scyl3
BC055324
Slc19a2
Blzf1
Nme7
Atp1b1
Sft2d2
Tiprl
Gpr161
Dcaf6
Mpc2
Mpzl1
Rcsd1
Creg1
Cd247
Pou2f1
Ildr2
Tada1
Pogk
Fam78b
Uck2
Tmco1
Aldh9a1
Mgst3
Lmx1a
Pbx1
Nuf2
Hsd17b7
Ddr2
Uap1
Uhmk1
Nos1ap
Olfml2b
Atf6
Dusp12
Sdhc
Ndufs2
B4galt3
Ppox
Usp21
Ufc1
Gm20045
Dedd
Nit1
Pfdn2
Usf1
F11r
Vangl2
Ncstn
Copa
Pex19
Dcaf8
Pea15a
Igsf8
Pigm
Igsf9
Tagln2
Cadm3
Aim2
Spta1
Fmn2
Rgs7
Fh1
Opn3
Chml
Exo1
Pld5
Cep170
Sdccag8
Akt3
Zbtb18
Adss
Catspere2
Desi2
Cox20
Hnrnpu
Efcab2
Kif26b
Smyd3
Tfb2m
Cnst
Sccpdh
Ahctf1
Cdc42bpa
Psen2
Itpkb
Stum
Parp1
Lin9
Acbd3
H3f3a
#N/A
Sde2
Pycr2
Nvl
Cnih4
Wdr26
Lbr
Enah
Srp9
Degs1
Fbxo28
Trp53bp2
Capn2
Susd4
Disp1
Brox
Aida
Mia3
Taf1a
Dusp10
Mtarc2
Mark1
Rab3gap2
Iars2
Bpnt1
Eprs
Slc30a10
Lyplal1
Tgfb2
Rrp15
A430105J06Rik
Spata17
Gpatch2
Esrrg
Kctd3
Kcnk2
Cenpf
Ptpn14
Smyd2
Prox1
Rps6kc1
Angel2
Vash2
Flvcr1
Tatdn3
Nsl1
Nenf
Pacc1
Ppp2r5a
Dtl
Ints7
Lpgat1
Nek2
Slc30a1
Traf5
Rcor3
Kcnh1
Hhat
Sertad4
Syt14
Utp25
Plxna2
Cd34
Cd46
Cr1l
Fam171a1
Nmt2
Dclre1c
Suv39h2
Hspa14
Gm45902
Fam107b
Frmd4a
Prpf18
Bend7
Sephs1
Phyh
Mcm10
Optn
Camk1d
Cdc123
Nudt5
Sec61a2
Dhtkd1
Upf2
Proser2
Usp6nl
Celf2
Gata3
Taf3
Atp5c1
Kin
Itih5
Sfmbt2
Pfkfb3
Rbm17
Fbh1
Ankrd16
Itga8
Mindy3
Pter
Rsu1
Trdmt1
Vim
Hacd1
Stam
Cacnb2
Nsun6
Arl5b
Plxdc2
Nebl
A930004D18Rik
Skida1
Mllt10
Dnajc1
Commd3
Bmi1
Pip4k2a
Etl4
Arhgap21
Pdss1
Abi1
Acbd5
Mastl
Yme1l1
Spopl
Pax8
Cacna1b
Ehmt1
Zmynd19
Dph7
Pnpla7
Nsmf
Nrarp
Nelfb
Tubb4b
Ndor1
Ssna1
Anapc2
Man1b1
Sapcd2
Npdc1
Abca2
Fbxw5
Traf2
Edf1
Phpt1
Rabl6
Camsap1
Ubac1
Qsox2
Gpsm1
Dnlz
Snapc4
Entr1
Pmpca
Inpp5e
Sec16a
Notch1
Egfl7
Dipk1b
Surf6
Med22
Rpl7a
Surf2
Surf4
Rexo4
Cacfd1
Vav2
Brd3
Wdr5
Rxra
Col5a1
Olfm1
Mrps2
Ralgds
Gtf3c5
Tsc1
Gtf3c4
Ddx31
Cfap77
Ttf1
Setx
Ntng2
Med27
Rapgef1
Trub2
Coq4
Slc27a4
Urm1
Cercam
Odf2
Gle1
Sptan1
Dync2i2
Set
Zdhhc12
Zer1
Tbc1d13
Spout1
Kyat1
Lrrc8a
#N/A
Dolk
Nup188
Sh3glb2
Miga2
Dolpp1
Ptpa
Ier5l
Ntmt1
Asb6
Prrx2
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
Gpr107
Ncs1
Fubp3
Exosc2
Abl1
Aif1l
Nup214
Prrc2b
Pomt1
Swi5
Golga2
Dnm1
Ciz1
Slc25a25
Fam102a
Dpm2
St6galnac4
St6galnac6
Eng
Fpgs
Sh2d3c
Tor2a
Stxbp1
Niban2
Lrsam1
Rpl12
Garnl3
Ralgps1
Angptl2
Zbtb34
Zbtb43
Lmx1b
Mvb12b
Pbx3
Mapkap1
Gapvd1
Hspa5
Rabepk
Fbxw2
Psmd5
Cntrl
Rab14
Stom
Ggta1
Dab2ip
Ttll11
Ndufa8
Rbm18
Mrrf
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gpr21
Crb2
Dennd1a
Lhx2
Nek6
Psmb7
Nr6a1
Rpl35
Arpc5l
Golga1
Scai
Ppp6c
Lrp1b
Kynu
Gtdc1
Zeb2
Gm13481
Acvr2a
Orc4
Mbd5
Epc2
Kif5c
Lypd6b
Lypd6
Mmadhc
Rnd3
Tnfaip6
Rif1
Arl5a
Cacnb4
Stam2
Fmnl2
Prpf40a
Arl6ip6
Galnt13
Kcnj3
Nr4a2
Gpd2
Acvr1
Upp2
Ccdc148
Pkp4
Tanc1
Wdsub1
Baz2b
Marchf7
Cd302
Ly75
Pla2r1
Rbms1
Tank
Psmd14
Fap
Kcnh7
Fign
Grb14
Cobll1
Scn3a
Csrnp3
Galnt3
Ttc21b
Scn1a
B3galt1
Stk39
Cers6
Spc25
Lrp2
Bbs5
Fastkd1
Ppig
Ccdc173
Phospho2
Klhl23
Ssb
Mettl5
Ubr3
Gorasp2
Tlk1
Mettl8
Dcaf17
Dync1i2
Slc25a12
Hat1
Metap1d
Itga6
Pdk1
Rapgef4
Map3k20
Cdca7
Sp3
Gm11084
Ola1
Cir1
Scrn3
Wipf1
Chn1
Atf2
Atp5g3
Lnpk
Hoxd11
Hoxd3
Hoxd4
Haglr
Mtx2
Hnrnpa3
Nfe2l2
Agps
Pde11a
Rbm45
Osbpl6
Prkra
Fkbp7
Plekha3
Ttn
Ccdc141
Sestd1
Zfp385b
Cwc22
Ube2e3
Itga4
Neurod1
Itprid2
Pde1a
Dnajc10
Frzb
Nckap1
Dusp19
Nup35
Zfp804a
Zc3h15
Itgav
Fam171b
Calcrl
Tfpi
Ctnnd1
Selenoh
Tmx2
Med19
Zdhhc5
Serping1
Timm10
Slc43a1
Slc43a3
P2rx3
Ssrp1
Tnks1bp1
Aplnr
Ptprj
Nup160
Fnbp4
Mtch2
Ndufs3
Kbtbd4
Celf1
Psmc3
Slc39a13
Madd
Acp2
Ddb2
Arfgap2
Cstpp1
Lrp4
Ckap5
Zfp408
Arhgap1
Atg13
Harbi1
Ambra1
Mdk
Dgkz
Phf21a
Large2
Mapk8ip1
Cry2
Prdm11
Trp53i11
Tspan18
Alx4
Ext2
Accs
Alkbh3
Hsd17b12
Mir670hg
Ttc17
Api5
Lrrc4c
Iftap
Traf6
Prr5l
Ldlrad3
Trim44
Fjx1
Slc1a2
Cd44
Pdhx
Apip
Cat
Abtb2
Nat10
Caprin1
Lmo2
Fbxo3
Cd59b
Cd59a
D430041D05Rik
Hipk3
Cstf3
Tcp11l1
Qser1
Ccdc73
Eif3m
Wt1
Them7
Rcn1
Pax6
Elp4
Immp1l
Dnajc24
Mpped2
Arl14ep
Mettl15
Kif18a
Bdnf
Lin7c
Lgr4
Ccdc34
Ano3
Nop10
Slc12a6
Gm21985
Katnbl1
Emc7
Aven
Ryr3
Fmn1
Grem1
Scg5
Arhgap11a
Actc1
Aqr
Zfp770
Dph6
Cdin1
Meis2
G630016G05Rik
Spred1
Fam98b
Thbs1
Eif2ak4
Srp14
Bub1b
Inafm2
Knstrn
Ivd
Bahd1
Chst14
Knl1
Rad51
Rmdn3
Dnajc17
Zfyve19
Vps18
Ino80
Chp1
Oip5os1
Oip5
Nusap1
Ndufaf1
Rtf1
Rpap1
Tyro3
Mga
Mapkbp1
Ehd4
Vps39
Tmem87a
Ganc
Zfp106
Snap23
Haus2
Stard9
Cdan1
Ttbk2
Ubr1
Adal
Zscan29
Tubgcp4
Trp53bp1
Map1a
Ppip5k1
Catsper2
Pdia3
Serf2
Hypk
Mfap1b
Mfap1a
Wdr76
Frmd5
Golm2
Ctdspl2
Eif3j1
Spg11
B2m
Sord
Shf
Slc30a4
Bloc1s6
Sema6d
Slc24a5
Myef2
Dut
Fbn1
Cep152
Shc4
Eid1
Secisbp2l
Cops2
Galk2
Dtwd1
Gabpb1
Usp8
Usp50
Trpm7
Sppl2a
Ap4e1
Blvra
Ncaph
1810024B03Rik
Snrnp200
Ciao1
Tmem127
Stard7
Kcnip3
Mrps5
Nphp1
Bub1
Bcl2l11
Anapc1
Mertk
Tmem87b
Zc3h8
Zc3h6
Ttl
Polr1b
Slc20a1
Ckap2l
Sirpa
Stk35
Snrpb
Nop56
Idh3b
Ebf4
Cpxm1
Pced1a
Vps16
Ptpra
Mrps26
Ubox5
Fastkd5
Ddrgk1
Itpa
Dnaaf9
Atrn
Hspa12b
1700037H04Rik
Cenpb
Cdc25b
Mavs
Pank2
Rnf24
Smox
Prnp
Rassf2
Slc23a2
Tmem230
Pcna
Cds2
Gpcpd1
Shld1
Trmt6
Mcm8
Crls1
Fermt1
Bmp2
Tmx4
Plcb1
Plcb4
Pak5
Snap25
Mkks
Slx4ip
Jag1
Btbd3
Ism1
Tasp1
Esf1
Ndufaf5
Macrod2
Flrt3
Kif16b
Snrpb2
Pcsk2
Dstn
Rrbp1
Snx5
Mgme1
Kat14
Polr3f
Rbbp9
Sec23b
Dtd1
Slc24a3
Rin2
Naa20
Crnkl1
Ralgapa2
Kiz
Xrn2
9030622O22Rik
Cd93
Nxt1
Gzf1
Napb
Cst3
Syndig1
Zfp120
Zfp937
3300002I08Rik
Gm10130
Zfp442
Apmap
Acss1
Entpd6
Pygb
Abhd12
Gins1
Ninl
Nanp
Nsfl1c
Fkbp1a
Psmf1
Csnk2a1
Tbc1d20
Rbck1
Sox12
Zcchc3
H13
Id1
Bcl2l1
Tpx2
Pdrg1
Tm9sf4
Plagl2
Pofut1
Kif3b
Asxl1
Nol4l
Commd7
Dnmt3b
Mapre1
Cdk5rap1
Snta1
Cbfa2t2
E2f1
Pxmp4
Zfp341
Chmp4b
Raly
a
Eif2s2
Gm14226
Ahcy
Itch
Dynlrb1
Pigu
Ncoa6
Ggt7
Acss2
Gss
Trpc4ap
Edem2
Eif6
Uqcc1
Cep250
6430550D23Rik
Ergic3
Cpne1
Gm28036
Rbm12
Nfs1
Rbm39
Phf20
Cnbd2
Epb41l1
Aar2
Dlgap4
Myl9
5730471H19Rik
Tgif2
4930518I15Rik
Rab5if
Ndrg3
Dsn1
Soga1
Samhd1
Rbl1
Rpn2
Manbal
Src
Blcap
Nnat
Ctnnbl1
Tti1
Rprd1b
Tgm2
Snhg11
Ralgapb
Actr5
Ppp1r16b
Fam83d
Dhx35
Top1
Plcg1
Zhx3
Chd6
Ptprt
Srsf6
Ift52
Mybl2
Tox2
Jph2
Oser1
Fitm2
Ttpal
Serinc3
Pkig
Ywhab
Tomm34
Stk4
Sdc4
Sys1
Pigt
Wfdc2
Dnttip1
Ube2c
Snx21
Acot8
Zswim3
Ctsa
Pltp
Pcif1
Slc12a5
Ncoa5
Cdh22
Slc35c2
Elmo2
Zfp334
Trp53rka
Eya2
Zmynd8
Ncoa3
Sulf2
Prex1
Arfgef2
Cse1l
Stau1
Ddx27
Znfx1
Kcnb1
Ptgis
B4galt5
Slc9a8
Rnf114
Snai1
Ube2v1
Peds1
Ptpn1
Adnp
Dpm1
Kcng1
Atp9a
Sall4
Zfp64
Tshz2
#N/A
Zfp217
Pfdn4
Dok5
Aurka
Cstf1
Rtf2
Bmp7
Rae1
Rbm38
Pmepa1
Rab22a
Vapb
Stx16
Npepl1
Gnas
Gm20721
Nelfcd
Ctsz
Atp5e
Prelid3b
Edn3
Gm14410
Phactr3
Cdh4
Taf4
Lsm14b
Psma7
Ss18l1
Mtg2
Osbpl2
Lama5
Rps21
Cables2
Mrgbp
Ogfr
Dido1
Gid8
Gm14342
Ythdf1
Arfgap1
Chrna4
Gmeb2
Rtel1
Arfrp1
Zgpat
Zbtb46
Tpd52l2
Dnajc5
Zfp512b
Prpf6
Rgs19
Myt1
Pcmtd2
Polr3k
Zfhx4
Pex2
Pkia
Zc2hc1a
Stmn2
Mrps28
Tpd52
Zbtb10
Zfp704
Pag1
Impa1
Zfand1
Snx16
Ralyl
Lrrcc1
E2f5
Rbis
Car2
Ythdf3
Mir124-2hg
Cyp7b1
Armc1
Mtfr1
Pde7a
Trim55
4632415L05Rik
Cp
Hps3
Hltf
Gyg
Tbl1xr1
Naaladl2
Nlgn1
Ect2
Nceh1
Fndc3b
Pld1
Tnik
Rpl22l1
Egfem1
Mecom
Mynn
Sec62
Phc3
Prkci
Skil
Kcnmb2
Zmat3
Pik3ca
Zfp639
Mfn1
Gnb4
Actl6a
Mrpl47
Ndufb5
Usp13
Pex5l
Ttc14
Ccdc39
Fxr1
Dnajc19
Sox2
Atp11b
Dcun1d1
Mccc1
Acad9
Zfp267
Anxa5
Exosc9
Ccna2
Bbs7
Trpc3
Bltp1
Bbs12
Spata5
Spry1
Ankrd50
Fat4
Intu
Hspa4l
Plk4
Mfsd8
Abhd18
Larp1b
Pgrmc2
Jade1
Sclt1
D3Ertd751e
Pcdh18
Slc7a11
Noct
Elf2
Ndufc1
Naa15
Setd7
Maml3
Foxo1
Cog6
Lhfp
Nhlrc3
Proser1
Frem2
Ufm1
Trpc4
Postn
Supt20
Exosc8
Alg5
Smad9
Spg20
Dclk1
Nbea
Wwtr1
Commd2
Rnf13
Pfn2
Tsc22d2
Serp1
Eif2a
Selenot
Med12l
Igsf10
Mbnl1
Rap2b
Arhgef26
Dhx36
Mme
Plch1
Slc33a1
Gmps
Kcnab1
Ssr3
Tiparp
Lekr1
Ccnl1
Veph1
Rsrc1
Mlf1
Gfm1
Mfsd1
Schip1
Ift80
Smc4
Trim59
Kpna4
Ppm1l
B3galnt1
Nmd3
Bche
Pdcd10
Serpini1
Golim4
Fstl5
Rapgef2
Fnip2
Ppid
Etfdh
Tmem144
Gask1b
Gria2
Glrb
Pdgfc
Gucy1b1
Map9
Plrg1
Dchs2
Sfrp2
Tmem131l
Mnd1
Trim2
Arfip1
Gm37240
Fbxw7
Gatb
Sh3d19
Rps3a1
Lrba
Mab21l2
Dclk2
Kirrel
Etv3
Arhgef11
Prcc
Hdgf
Mrpl24
Rrnad1
Isg20l2
Crabp2
Nes
Gpatch4
Naxe
Iqgap3
Mef2d
Gm3764
Gm38392
Tsacc
Cct3
Glmp
Smg5
Pmf1
Slc25a44
Mex3a
Ubqln4
Ssr2
Arhgef2
Khdc4
Rit1
Syt11
Gon4l
Msto1
Dap3
Ash1l
Fdps
Pklr
Clk2
Scamp3
Entrep3
Mtx1
Thbs3
Krtcap2
Dpm3
Efna4
Adam15
Flad1
Cks1b
Shc1
Pygo2
Pbxip1
Pmvk
Kcnn3
Adar
4632404H12Rik
Ube2q1
Atp8b2
Gm19710
Ubap2l
4933434E20Rik
Tpm3
Nup210l
Rps27
Rab13
Jtb
Slc39a1
Crtc2
Dennd4b
Gatad2b
Slc27a3
Ints3
Ilf2
Snapin
Chtop
Them4
Tdrkh
Mrpl9
Riiad1
Snx27
Tuft1
Cgn
Pogz
Psmb4
Pi4kb
Zfp687
Psmd4
Pip5k1a
Vps72
Scnm1
Gabpb2
Mllt11
Cdc42se1
Prune1
Mindy1
Cers2
Setdb1
Arnt
Golph3l
Ensa
Mcl1
Tars2
Rprd2
Prpf3
Mrps21
BC028528
Aph1a
Car14
Anp32e
Plekho1
Vps45
Otud7b
Sf3b4
Sv2a
Polr3gl
Lix1l
Rbm8a
Pex11b
Itga10
Pias3
Polr3c
Rnf115
Gpr89
Acp6
Bcl9
Chd1l
Prkab2
Pde4dip
Sec22b
Notch2
Phgdh
Zfp697
Wars2
Tbx15
Wdr3
Gdap2
Man1a2
Ttf2
Ptgfrn
Igsf3
Atp1a1
Slc22a15
Vangl1
Tspan2
Sike1
Csde1
Nras
Dennd2c
Bcas2
Trim33
Olfml3
Hipk1
Dclre1b
Rsbn1
Phtf1
Magi3
Lrig2
Slc16a1
Mov10
Capza1
St7l
Cttnbp2nl
Kcnd3
Ddx20
Rap1a
Atp5pb
Wdr77
Ovgp1
Cept1
Dram2
Lrif1
AI504432
Lamtor5
Slc16a4
Rbm15
Slc6a17
Alx3
Strip1
Ahcyl1
Csf1
Gstm5
Ampd2
Gnai3
Atxn7l2
Psma5
Sort1
Psrc1
Celsr2
Sars
Taf13
Wdr47
Clcc1
Gpsm2
Stxbp3
Prpf38b
Fam102b
Slc25a24
Vav3
Ntng1
Amy1
Rnpc3
Col11a1
S1pr1
Dph5
Slc30a7
Extl2
Vcam1
Cdc14a
Rtca
Dbt
Trmt13
Sass6
Mfsd14a
Gm43191
Slc35a3
Agl
Frrs1
Plppr5
Snx7
Dpyd
Ptbp2
Tlcd4
Alg14
Cnn3
Abcd3
Arhgap29
Abca4
Gclm
Dnttip2
Bcar3
Fnbp1l
Pde5a
1810037I17Rik
Usp53
Synpo2
Sec24d
Mettl14
Ndst3
Ndst4
Camk2d
Ank2
Larp7
Zgrf1
Alpk1
Ap1ar
Fam241a
Pitx2
Elovl6
Egf
Gar1
Pla2g12a
Casp6
Sec24b
Col25a1
Ostc
Rpl34
Lef1
Hadh
Papss1
Dkk2
Aimp1
Tbck
Npnt
Gstcd
Ints12
Ppa2
Tet2
Cxxc4
Cenpe
Cisd2
Ube2d3
Manba
Nfkb1
Slc39a8
Ppp3ca
Emcn
H2az1
Dnajb14
Lamtor3
Dapp1
Mttp
Trmt10a
Adh5
Metap1
Eif4e
Tspan5
Rap1gds1
Stpg2
Unc5c
Bmpr1b
Pdlim5
Kyat3
Gtf2b
Pkn2
Lmo4
Hs2st1
Selenof
Sh3glb1
Odf2l
Col24a1
Znhit6
Ccn1
Ddah1
Bcl10
2410004B18Rik
Syde2
Mcoln3
Lpar3
Ssx2ip
Ctbs
Spata1
Gng5
Rpf1
Prkacb
Ttll7
Adgrl2
Gm30382
Gm31121
Adgrl4
Dnajb4
Fubp1
Nexn
Miga1
Usp33
Zzz3
Ak5
Pigk
St6galnac5
St6galnac3
Rabggtb
Acadm
Slc44a5
Tyw3
Cryz
Fpgt
Negr1
Zranb2
Cth
Ankrd13c
Srsf11
Lrrc40
Lrrc7
Depdc1a
Wls
Tmem68
Tgs1
Lyn
#N/A
Rps20
Plag1
Chchd7
Bpnt2
Fam110b
Ubxn2b
Sdcbp
Nsmaf
Tox
Car8
Rab2a
Chd7
Clvs1
Asph
Cfap418
Plekhf2
Ndufaf6
Trp53inp1
Ccne2
Ints8
Dpy19l4
Esrp1
Virma
Rad54b
Tmem67
Rbm12b2
Cibar1
Triqk
Runx1t1
Otud6b
Pip4p2
Necab1
Tmem64
Decr1
Nbn
Osgin2
Ripk2
Mmp16
Cpne3
Rmdn1
Gm12353
Wwp1
Ttpa
Ggh
Nkain3
Ccnc
Usp45
Pnisr
Coq3
Faxc
Fbxl4
Pou3f2
Mms22l
Klhl32
Ndufaf4
Gpr63
Ufl1
Fut9
Manea
Epha7
Map3k7
Bach2
Casp8ap2
Mdn1
Ankrd6
Rragd
Ube2j1
Pnrc1
Rngtt
Cnr1
Akirin2
Orc3
Rars2
Slc35a1
Zfp292
Mob3b
C9orf72
Lingo2
Aco1
Topors
Ndufb6
Aptx
Dnaja1
Smu1
B4galt1
Bag1
Chmp5
Nfx1
Nol6
Ube2r2
Ubap2
Dcaf12
Ubap1
Kif24
Nudt2
Fam219a
Cntfr
Il11ra1
Dctn3
Sigmar1
1700022I11Rik
Vcp
Fancg
Pigo
Stoml2
Atosb
Unc13b
Rusc2
Arhgef39
Tpm2
Tln1
Gba2
Rgp1
Npr2
Reck
Glipr2
Clta
Gne
Rnf38
Melk
Pax5
Zcchc7
Grhpr
Zbtb5
Polr1e
Fbxo10
Frmpd1
Trmt10b
Exosc3
Dcaf10
Slc25a51
Shb
Igfbpl1
Tdrd7
Tmod1
Tstd2
Ncbp1
Xpa
Hemgn
Anp32b
Nans
Col15a1
Tgfbr1
Alg2
Sec61b
Stx17
Erp44
Invs
Tex10
Msantd3
Tmeff1
Cavin4
Plppr1
Mrpl50
Rnf20
Grin3a
Smc2
Nipsnap3b
Abca1
Slc44a1
Fsd1l
Fktn
Tmem38b
Zfp462
Rad23b
Elp1
Abitram
Ctnnal1
Tmem245
Frrs1l
Epb41l4b
Ptpn3
Pakap
Pakap
Pakap
Txn1
Svep1
Lpar1
Ecpas
Dnajc25
Ugcg
Susd1
Ptbp3
Hsdl2
E130308A19Rik
Inip
Snx30
Zfp37
Fkbp15
Slc31a1
Cdc26
Prpf4
Wdr31
Alad
Pole3
Rgs3
Zfp618
Col27a1
Whrn
Atp6v1g1
Tnc
Pappa
Astn2
Trim32
Brinp1
Cdk5rap2
Megf9
Tle1
Rasef
Frmd3
Kdm4c
Ptprd
Lurap1l
Mpdz
Nfib
Zdhhc21
Frem1
Ttc39b
Snapc3
Psip1
Ccdc171
Bnc2
Cntln
Sh3gl2
Adamtsl1
Rraga
Haus6
Plin2
Dennd4c
Rps6
Acer2
Slc24a2
Mllt3
Focad
Hacd4
Klhl9
Mtap
Elavl2
Caap1
Plaa
Ift74
Tek
Mysm1
Jun
Fggy
Hook1
Cyp2j6
Nfia
Tm2d1
Patj
Kank4
Usp1
Dock7
Atg4c
Alg6
Itgb3bp
Efcab7
Pgm1
Ror1
Cachd1
Raver2
Jak1
E130102H24Rik
Ak4
Dnajc6
Leprot
Lepr
Pde4b
Sgip1
Dnai4
Mier1
Slc35d1
Oma1
Dab1
Prkaa2
Plpp3
Usp24
Pcsk9
Dhcr24
Ttc4
Fam151a
Ssbp3
Mrpl37
Tceanc2
Tmem59
Lrrc42
Hspb11
Yipf1
Ndc1
Glis1
Lrp8
Magoh
Czib
Cpt2
Scp2
Echdc2
Zyg11b
Coa7
Gpx7
Tut4
Prpf38a
Orc1
Cc2d1b
Zfyve9
3110021N24Rik
Btf3l4
Txndc12
Kti12
Rab3b
Nrd1
Osbpl9
Eps15
Rnf11
Faf1
Dmrta2
Elavl4
Agbl4
Bend5
